Unnamed: 0,Name,Price in rs,Role,TeamName,Name_canonical_id,Name_canonical_name,Name_mapping_method
45,Ravichandran Ashwin,"7,60,00,000",All-Rounder,Kings XI Punjab,495d42a5,R Ashwin,surname_initials_matching
46,Andrew Tye,"7,20,00,000",Bowler,Kings XI Punjab,7c7d63a2,AJ Tye,surname_initials_matching
47,Aaron Finch,"6,20,00,000",Batsman,Kings XI Punjab,UNRESOLVED,Aaron Finch,unresolved
48,Marcus Stoinis,"6,20,00,000",All-Rounder,Kings XI Punjab,d9273ee7,MP Stoinis,surname_initials_matching
49,Karun Nair,"5,60,00,000",Batsman,Kings XI Punjab,06907633,AR Nair,fuzzy_string_matching
50,Mujeeb Zadran,"4,00,00,000",Bowler,Kings XI Punjab,UNRESOLVED,Mujeeb Zadran,unresolved
51,Ankit Singh Rajpoot,"3,00,00,000",Bowler,Kings XI Punjab,db31895a,AS Rajpoot,surname_initials_matching
52,David Miller,"3,00,00,000",Batsman,Kings XI Punjab,fc0b4157,David Mills,fuzzy_string_matching
53,Mohit Sharma,"2,40,00,000",Bowler,Kings XI Punjab,cd9f6505,Mohit Sharma,exact_match
54,Barinder Singh Sran,"2,20,00,000",Bowler,Kings XI Punjab,d8b2f218,BB Sran,surname_initials_matching
55,Yuvraj Singh,"2,00,00,000",All-Rounder,Kings XI Punjab,1c914163,Yuvraj Singh,fuzzy_string_matching
56,Christopher Gayle,"2,00,00,000",Batsman,Kings XI Punjab,1f50a44a,Christopher Taylor,fuzzy_string_matching
57,Ben Dwarshuis,"1,40,00,000",Bowler,Kings XI Punjab,e1b9f3a9,BJ Dwarshuis,fuzzy_string_matching
58,Akshdeep Nath,"1,00,00,000",All-Rounder,Kings XI Punjab,f10e94c4,AD Nath,surname_initials_matching
59,Manoj Tiwary,"1,00,00,000",Batsman,Kings XI Punjab,26e5cabf,MK Tiwary,surname_initials_matching
60,Mayank Agarwal,"1,00,00,000",Batsman,Kings XI Punjab,a457cfb5,Mayank Dagar,fuzzy_string_matching
61,Manzoor Dar,"20,00,000",All-Rounder,Kings XI Punjab,91a260d3,Manzoor Dar,exact_match
62,Pardeep Sahu,"20,00,000",Bowler,Kings XI Punjab,9a0146b3,P Sahu,surname_initials_matching
63,Mayank Dagar,"20,00,000",All-Rounder,Kings XI Punjab,a457cfb5,Mayank Dagar,exact_match
64,Chris Lynn,"9,60,00,000",Batsman, Kolkata Knight Riders,45eda7c8,CA Lynn,surname_initials_matching
65,Mitchell Starc,"9,40,00,000",Bowler, Kolkata Knight Riders,3fb19989,MA Starc,surname_initials_matching
66,Dinesh Karthik,"7,40,00,000",Wicket Keeper, Kolkata Knight Riders,UNRESOLVED,Dinesh Karthik,unresolved
67,Robin Uthappa,"6,40,00,000",Wicket Keeper, Kolkata Knight Riders,1c17e270,RV Uthappa,fuzzy_string_matching
68,Kuldeep Singh Yadav,"5,80,00,000",Bowler, Kolkata Knight Riders,UNRESOLVED,Kuldeep Singh Yadav,unresolved
69,Piyush Chawla,"4,20,00,000",Bowler, Kolkata Knight Riders,98ae73b1,PP Chawla,surname_initials_matching
70,Nitish Rana,"3,40,00,000",All-Rounder, Kolkata Knight Riders,62ccc063,Nitish Rao,fuzzy_string_matching
71,Kamlesh Nagarkoti,"3,20,00,000",All-Rounder, Kolkata Knight Riders,b4f5c2d9,KL Nagarkoti,fuzzy_string_matching
72,Shivam Mavi,"3,00,00,000",All-Rounder, Kolkata Knight Riders,c38d3503,Shivam Mavi,exact_match
73,Mitchell Johnson,"2,00,00,000",Bowler, Kolkata Knight Riders,UNRESOLVED,Mitchell Johnson,unresolved
74,Shubman Gill,"1,80,00,000",Batsman, Kolkata Knight Riders,b4b99816,Shubman Gill,exact_match
75,Ranganath Vinay Kumar,"1,00,00,000",Bowler, Kolkata Knight Riders,UNRESOLVED,Ranganath Vinay Kumar,unresolved
76,Rinku Singh,"80,00,000",Batsman, Kolkata Knight Riders,0ab3c788,Ritu Singh,fuzzy_string_matching
77,Cameron Delport,"30,00,000",All-Rounder, Kolkata Knight Riders,afa78c3a,CS Delport,surname_initials_matching
78,Javon Searless,"30,00,000",All-Rounder, Kolkata Knight Riders,UNRESOLVED,Javon Searless,unresolved
79,Apoorv Vijay Wankhade,"20,00,000",Batsman, Kolkata Knight Riders,5708d0b6,AV Wankhade,surname_initials_matching
80,Ishank Jaggi,"20,00,000",Batsman, Kolkata Knight Riders,dded65e7,IR Jaggi,surname_initials_matching
81,Krunal Pandya,"8,80,00,000",All-Rounder, Mumbai Indians,UNRESOLVED,Krunal Pandya,unresolved
82,Ishan Kishan,"6,20,00,000",Wicket Keeper, Mumbai Indians,752f7486,Ishan Kishan,exact_match
83,Kieron Pollard,"5,40,00,000",All-Rounder, Mumbai Indians,a757b0d8,KA Pollard,surname_initials_matching
84,Pat Cummins,"5,40,00,000",Bowler, Mumbai Indians,ded9240e,PJ Cummins,fuzzy_string_matching
85,Evin Lewis,"3,80,00,000",Batsman, Mumbai Indians,0ebfb1ad,E Lewis,fuzzy_string_matching
86,Suryakumar Yadav,"3,20,00,000",Batsman, Mumbai Indians,a5501504,Akshaykumar Yadav,fuzzy_string_matching
87,Ben Cutting,"2,20,00,000",All-Rounder, Mumbai Indians,2e11c706,BCJ Cutting,fuzzy_string_matching
88,Mustafizur Rahman,"2,20,00,000",Bowler, Mumbai Indians,0a8fce53,Mustafizur Rahman,exact_match
89,Rahul Chahar,"1,90,00,000",Bowler, Mumbai Indians,2ed569a0,RD Chahar,surname_initials_matching
90,Pradeep Sangwan,"1,50,00,000",Bowler, Mumbai Indians,9fc0ef64,PJ Sangwan,surname_initials_matching
91,Jason Behrendorff,"1,50,00,000",Bowler, Mumbai Indians,4933f499,JP Behrendorff,fuzzy_string_matching
92,Jean-Paul Duminy,"1,00,00,000",All-Rounder, Mumbai Indians,UNRESOLVED,Jean-Paul Duminy,unresolved
93,Saurabh Tiwary,"80,00,000",Batsman, Mumbai Indians,709b0bac,SS Tiwary,surname_initials_matching
94,Tajinder Dhillon,"55,00,000",All-Rounder, Mumbai Indians,225412c5,TR Dhillon,surname_initials_matching
95,Akila Dhananjaya,"50,00,000",Bowler, Mumbai Indians,UNRESOLVED,Akila Dhananjaya,unresolved
96,Nidheesh M D Dinesan,"20,00,000",Bowler, Mumbai Indians,UNRESOLVED,Nidheesh M D Dinesan,unresolved
97,Aditya Tare,"20,00,000",Wicket Keeper, Mumbai Indians,855a210c,AP Tare,surname_initials_matching
98,Siddhesh Dinesh Lad,"20,00,000",Batsman, Mumbai Indians,9601c534,SD Lad,surname_initials_matching
99,Mayank Markande,"20,00,000",Bowler, Mumbai Indians,a9fd84fb,M Markande,fuzzy_string_matching
100,Sharad Lumba ,"20,00,000",Batsman, Mumbai Indians,03c29939,Sharad Lumba,exact_match
101,Anukul Roy,"20,00,000",All-Rounder, Mumbai Indians,UNRESOLVED,Anukul Roy,unresolved
102,Mohsin Khan,"20,00,000",Bowler, Mumbai Indians,2669d6b7,Mohsin Khan,fuzzy_string_matching
103,Benjamin Stokes,"12,50,00,000",All-Rounder, Rajasthan Royals,e087956b,BA Stokes,surname_initials_matching
104,Jaydev Unadkat,"11,50,00,000",Bowler, Rajasthan Royals,1e66c162,JD Unadkat,fuzzy_string_matching
105,Sanju Samson,"8,00,00,000",Wicket Keeper, Rajasthan Royals,a4cc73aa,SV Samson,surname_initials_matching
106,Jofra Archer,"7,20,00,000",All-Rounder, Rajasthan Royals,5574750c,JC Archer,surname_initials_matching
107,Krishnappa Gowtham,"6,20,00,000",Bowler, Rajasthan Royals,90de905a,K Gowtham,surname_initials_matching
108,Jos Buttler,"4,40,00,000",Wicket Keeper, Rajasthan Royals,99b75528,JC Buttler,fuzzy_string_matching
109,Ajinkya Rahane,"4,00,00,000",Batsman, Rajasthan Royals,29e95537,AM Rahane,surname_initials_matching
110,Darcy Short,"4,00,00,000",All-Rounder, Rajasthan Royals,1a156c88,DJM Short,surname_initials_matching
111,Rahul Tripathi,"3,40,00,000",Batsman, Rajasthan Royals,65ff7036,Anshul Tripathi,fuzzy_string_matching
112,Dhawal Kulkarni,"75,00,000",Bowler, Rajasthan Royals,2d140b79,AA Kulkarni,fuzzy_string_matching
113,Zahir Khan Pakteen,"60,00,000",Bowler, Rajasthan Royals,UNRESOLVED,Zahir Khan Pakteen,unresolved
114,Ben Laughlin,"50,00,000",Bowler, Rajasthan Royals,b2a79f17,B Laughlin,fuzzy_string_matching
115,Stuart Binny,"50,00,000",All-Rounder, Rajasthan Royals,bd17b45f,STR Binny,fuzzy_string_matching
116,Dushmantha Chameera,"50,00,000",Bowler, Rajasthan Royals,UNRESOLVED,Dushmantha Chameera,unresolved
117,Anureet Singh,"30,00,000",Bowler, Rajasthan Royals,69be866a,Anureet Singh,exact_match
118,Aryaman Vikram Birla,"30,00,000",All-Rounder, Rajasthan Royals,UNRESOLVED,Aryaman Vikram Birla,unresolved
119,Midhun S,"20,00,000",All-Rounder, Rajasthan Royals,UNRESOLVED,Midhun S,unresolved
120,Shreyas Gopal,"20,00,000",All-Rounder, Rajasthan Royals,7a8bd078,S Gopal,surname_initials_matching
121,Prashant Chopra,"20,00,000",Wicket Keeper, Rajasthan Royals,UNRESOLVED,Prashant Chopra,unresolved
122,Jatin Saxena,"20,00,000",All-Rounder, Rajasthan Royals,0b960e01,Jatin Saxena,exact_match
123,Ankit Sharma,"20,00,000",All-Rounder, Rajasthan Royals,24d94623,Ankit Sharma,exact_match
124,Mahipal Lomror,"20,00,000",All-Rounder, Rajasthan Royals,da934ee8,MK Lomror,surname_initials_matching
125,Chris Woakes,"7,40,00,000",All-Rounder, Royal Challengers Bengaluru,4c5d73db,CR Woakes,fuzzy_string_matching
126,Yuzvendra Singh Chahal,"6,00,00,000",Bowler, Royal Challengers Bengaluru,57ee1fde,YS Chahal,surname_initials_matching
127,Umesh Yadav,"4,20,00,000",Bowler, Royal Challengers Bengaluru,UNRESOLVED,Umesh Yadav,unresolved
128,Brendon McCullum,"3,60,00,000",Batsman, Royal Challengers Bengaluru,b8a55852,BB McCullum,surname_initials_matching
129,M.S. Washington Sundar,"3,20,00,000",All-Rounder, Royal Challengers Bengaluru,f19ccfad,Washington Sundar,fuzzy_string_matching
130,Navdeep Saini,"3,00,00,000",Bowler, Royal Challengers Bengaluru,21d4e29b,NA Saini,exact_match
131,Quinton De Kock,"2,80,00,000",Wicket Keeper, Royal Challengers Bengaluru,372455c4,Q de Kock,surname_initials_matching
132,Mohammed Siraj,"2,60,00,000",Bowler, Royal Challengers Bengaluru,2f49c897,Mohammed Siraj,exact_match
133,Nathan Coulter-Nile,"2,20,00,000",Bowler, Royal Challengers Bengaluru,56ab442f,NM Coulter-Nile,fuzzy_string_matching
134,Colin De Grandhomme,"2,20,00,000",All-Rounder, Royal Challengers Bengaluru,94d7f855,C de Grandhomme,fuzzy_string_matching
135,M. Ashwin,"2,20,00,000",Bowler, Royal Challengers Bengaluru,e2db2409,M Ashwin,fuzzy_string_matching
136,Parthiv Patel,"1,70,00,000",Wicket Keeper, Royal Challengers Bengaluru,UNRESOLVED,Parthiv Patel,unresolved
137,Moeen Ali,"1,70,00,000",All-Rounder, Royal Challengers Bengaluru,UNRESOLVED,Moeen Ali,unresolved
138,Mandeep Singh,"1,40,00,000",All-Rounder, Royal Challengers Bengaluru,c3a96caf,Mandeep Singh,fuzzy_string_matching
139,Manan Vohra,"1,10,00,000",Batsman, Royal Challengers Bengaluru,c03e2850,M Vohra,surname_initials_matching
140,Pawan Negi,"1,00,00,000",All-Rounder, Royal Challengers Bengaluru,f62772e5,P Negi,surname_initials_matching
141,Tim Southee,"1,00,00,000",Bowler, Royal Challengers Bengaluru,13c35c9e,TG Southee,fuzzy_string_matching
142,Kulwant Khejroliya,"85,00,000",Bowler, Royal Challengers Bengaluru,fa2f1dde,K Khejroliya,fuzzy_string_matching
143,Aniket Choudhary,"30,00,000",Bowler, Royal Challengers Bengaluru,c0e59e39,Ankit Chaudhary,fuzzy_string_matching
144,Pavan Deshpande,"20,00,000",All-Rounder, Royal Challengers Bengaluru,436b8481,Pavan Deshpande,exact_match
145,Anirudha Ashok Joshi,"20,00,000",All-Rounder, Royal Challengers Bengaluru,40c1eeeb,Aniruddha Joshi,fuzzy_string_matching
146,Manish Pandey,"11,00,00,000",Batsman, Sunrisers Hyderabad,93b4fc78,MK Pandey,surname_initials_matching
147,Rashid Khan Arman,"9,00,00,000",Bowler, Sunrisers Hyderabad,UNRESOLVED,Rashid Khan Arman,unresolved
148,Shikhar Dhawan,"5,20,00,000",Batsman, Sunrisers Hyderabad,0a476045,S Dhawan,surname_initials_matching
149,Wriddhiman Saha,"5,00,00,000",Wicket Keeper, Sunrisers Hyderabad,fe11caa6,WP Saha,surname_initials_matching
150,Siddarth Kaul,"3,80,00,000",Bowler, Sunrisers Hyderabad,dcf81436,S Kaul,surname_initials_matching
151,Deepak Hooda,"3,60,00,000",All-Rounder, Sunrisers Hyderabad,73ad96ed,DJ Hooda,surname_initials_matching
152,Syed Khaleel Ahmed,"3,00,00,000",Bowler, Sunrisers Hyderabad,UNRESOLVED,Syed Khaleel Ahmed,unresolved
153,Sandeep Sharma,"3,00,00,000",Bowler, Sunrisers Hyderabad,ce820073,Sandeep Sharma,exact_match
154,Kane Williamson,"3,00,00,000",Batsman, Sunrisers Hyderabad,d027ba9f,KS Williamson,fuzzy_string_matching
155,Carlos Brathwaite,"2,00,00,000",All-Rounder, Sunrisers Hyderabad,e342e5fb,CR Brathwaite,fuzzy_string_matching
156,Shakib Al Hasan,"2,00,00,000",All-Rounder, Sunrisers Hyderabad,7dc35884,Shakib Al Hasan,exact_match
157,Yusuf Pathan,"1,90,00,000",All-Rounder, Sunrisers Hyderabad,3c6ffae8,YK Pathan,surname_initials_matching
158,Shreevats Goswami,"1,00,00,000",Wicket Keeper, Sunrisers Hyderabad,541f85c9,SP Goswami,surname_initials_matching
159,Mohammad Nabi,"1,00,00,000",All-Rounder, Sunrisers Hyderabad,62af8546,Mohammad Nabi,exact_match
160,Chris Jordan,"1,00,00,000",All-Rounder, Sunrisers Hyderabad,ffe699c0,CJ Jordan,surname_initials_matching
161,Basil Thampi,"95,00,000",Bowler, Sunrisers Hyderabad,871e9faf,Basil Thampi,exact_match
162,Billy Stanlake,"50,00,000",Batsman, Sunrisers Hyderabad,6834d1f2,B Stanlake,fuzzy_string_matching
163,T Natarajan,"40,00,000",Bowler, Sunrisers Hyderabad,ce794613,T Natarajan,exact_match
164,Sachin Baby,"20,00,000",Batsman, Sunrisers Hyderabad,dc9dd038,Sachin Baby,exact_match
165,Bipul Sharma,"20,00,000",All-Rounder, Sunrisers Hyderabad,c18496e1,Bipul Sharma,exact_match
166,Syed Mehdi Hasan,"20,00,000",All-Rounder, Sunrisers Hyderabad,5876c626,Mehdi Hassan,fuzzy_string_matching
167,Ricky Bhui,"20,00,000",Batsman, Sunrisers Hyderabad,b63e358a,RK Bhui,fuzzy_string_matching
168,Tanmay Agarwal,"20,00,000",Batsman, Sunrisers Hyderabad,e6e9b619,Tanmay Agarwal,exact_match
