Unnamed: 0,Name,Price in rs,Role,TeamName,Name_canonical_id,Name_canonical_name,Name_mapping_method
52,Rahul Ajay Tripathi,"10,00,000",All-Rounder,Rising Pune Supergiant,77255a9e,RA Tripathi,surname_initials_matching
53,Tymal Mills,"12,00,00,000",Bowler, Royal Challengers Bengaluru,245c97cb,TS Mills,surname_initials_matching
54,Aniket Choudhary,"2,00,00,000",Bowler, Royal Challengers Bengaluru,c0e59e39,Ankit Chaudhary,fuzzy_string_matching
55,Pawan Negi,"1,00,00,000",All-Rounder, Royal Challengers Bengaluru,f62772e5,P Negi,surname_initials_matching
56,Billy Stanlake,"30,00,000",Bowler, Royal Challengers Bengaluru,6834d1f2,B Stanlake,fuzzy_string_matching
57,Praveen Dubey,"10,00,000",All-Rounder, Royal Challengers Bengaluru,ed5a5510,P Dubey,surname_initials_matching
58,Rashid Khan Arman,"4,00,00,000",Bowler, Sunrisers Hyderabad,UNRESOLVED,Rashid Khan Arman,unresolved
59,Mohammed Siraj,"2,60,00,000",Bowler, Sunrisers Hyderabad,2f49c897,Mohammed Siraj,exact_match
60,Eklavya Dwivedi,"75,00,000",Wicket Keeper, Sunrisers Hyderabad,b274dbbd,ER Dwivedi,surname_initials_matching
61,Chris Jordan,"50,00,000",All-Rounder, Sunrisers Hyderabad,ffe699c0,CJ Jordan,surname_initials_matching
62,Mohammad Nabi,"30,00,000",All-Rounder, Sunrisers Hyderabad,62af8546,Mohammad Nabi,exact_match
63,Ben Laughlin,"30,00,000",Bowler, Sunrisers Hyderabad,b2a79f17,B Laughlin,fuzzy_string_matching
64,Pravin Tambe,"10,00,000",Bowler, Sunrisers Hyderabad,6aed7e79,PV Tambe,fuzzy_string_matching
65,Tanmay Agarwal,"10,00,000",Batsman, Sunrisers Hyderabad,e6e9b619,Tanmay Agarwal,exact_match
